0, 6, 9, 2, 5
0, 13, 0, 2, 135
0, 5, 10, 0, 181
0, 3, 12, 0, 105
0, 20, 0, 0, 196
0, 16, 0, 0, 47
0, 5, 0, 0, 326
0, 5, 0, 2, 81
0, 10, 2, 0, 76
0, 19, 5, 2, 337
0, 11, 6, 0, 12
0, 20, 0, 2, 93
0, 14, 5, 0, 145
0, 21, 10, 2, 490
0, 24, 6, 0, 3
0, 11, 7, 0, 191
0, 11, 0, 0, 59
0, 22, 0, 2, 82
0, 24, 0, 0, 2
0, 9, 0, 0, 61
0, 3, 4, 2, 457
0, 7, 1, 0, 0
0, 19, 0, 0, 196
0, 14, 0, 0, 266
0, 13, 5, 2, 3
0, 15, 8, 0, 161
0, 12, 0, 2, 2
0, 8, 9, 2, 19
0, 11, 8, 0, 54
0, 4, 1, 2, 340
0, 7, 0, 0, 2
0, 21, 0, 0, 0
0, 24, 0, 2, 185
0, 21, 0, 0, 19
0, 16, 9, 0, 2
0, 13, 0, 0, 135
0, 11, 4, 0, 1
0, 17, 0, 2, 387
0, 11, 6, 2, 2
0, 17, 0, 2, 168
0, 14, 3, 2, 1
0, 10, 3, 0, 11
0, 8, 5, 0, 2
0, 8, 0, 2, 3
0, 20, 12, 1, 53
0, 3, 0, 0, 2
0, 15, 6, 1, 0
0, 9, 9, 1, 2
0, 8, 0, 0, 88
0, 11, 0, 2, 126
0, 4, 3, 2, 3
0, 9, 0, 1, 18
0, 18, 0, 2, 90
0, 9, 0, 0, 0
0, 9, 0, 1, 1
0, 17, 2, 0, 1
0, 4, 1, 0, 2
0, 10, 0, 2, 1
0, 9, 0, 0, 4
0, 10, 0, 2, 1
0, 15, 4, 0, 3
0, 7, 0, 2, 2
0, 3, 0, 1, 330
0, 16, 1, 0, 364
0, 18, 12, 2, 3
0, 11, 11, 0, 0
0, 9, 10, 0, 105
0, 12, 5, 0, 221
0, 20, 7, 1, 2
0, 12, 6, 1, 78
0, 8, 0, 0, 175
0, 9, 6, 0, 249
0, 9, 0, 2, 191
0, 8, 0, 1, 405
0, 4, 0, 2, 1
0, 13, 9, 0, 21
0, 3, 5, 0, 1
0, 7, 0, 0, 63
0, 12, 0, 0, 2
0, 12, 0, 0, 258
0, 15, 4, 0, 305
0, 21, 6, 1, 0
0, 18, 12, 0, 2
0, 8, 0, 0, 243
0, 4, 0, 0, 37
0, 18, 0, 2, 0
0, 16, 0, 1, 425
0, 14, 0, 2, 3
0, 13, 0, 2, 1
0, 9, 0, 2, 270
0, 13, 0, 0, 2
0, 6, 0, 1, 6
0, 12, 0, 0, 175
0, 17, 11, 0, 129
0, 5, 0, 0, 2
0, 16, 0, 0, 498
0, 21, 0, 0, 2
0, 16, 5, 1, 187
0, 3, 0, 0, 66
0, 4, 8, 0, 364
0, 7, 9, 0, 71
0, 11, 0, 2, 3
0, 11, 0, 0, 47
0, 8, 11, 0, 252
0, 19, 0, 0, 2
0, 15, 0, 1, 123
0, 19, 0, 0, 80
0, 14, 7, 0, 472
0, 18, 0, 0, 437
0, 9, 0, 1, 23
0, 14, 0, 0, 0
0, 18, 6, 2, 204
0, 22, 0, 1, 0
0, 21, 0, 2, 115
0, 19, 10, 2, 3
0, 19, 5, 2, 0
0, 20, 0, 0, 276
0, 15, 0, 0, 430
0, 4, 6, 2, 373
0, 7, 0, 0, 18
0, 18, 11, 0, 107
0, 11, 3, 0, 105
0, 4, 10, 0, 0
0, 20, 12, 1, 0
0, 5, 0, 0, 178
0, 22, 0, 1, 21
0, 11, 0, 0, 141
0, 6, 0, 2, 181
0, 3, 6, 0, 76
0, 11, 0, 0, 179
0, 5, 3, 2, 138
0, 19, 0, 2, 3
0, 21, 9, 0, 1
0, 18, 0, 0, 3
0, 3, 12, 1, 1
0, 4, 0, 0, 226
0, 20, 1, 2, 27
0, 16, 10, 0, 467
0, 20, 6, 0, 180
0, 4, 0, 0, 447
0, 12, 5, 2, 122
0, 13, 0, 2, 92
0, 9, 11, 2, 135
0, 6, 0, 0, 84
0, 9, 12, 0, 2
0, 21, 0, 0, 1
0, 22, 10, 2, 200
0, 14, 10, 1, 168
0, 23, 0, 2, 224
0, 24, 0, 0, 63
0, 16, 0, 0, 240
0, 4, 0, 0, 133
0, 13, 0, 0, 193
0, 21, 5, 0, 379
0, 18, 8, 0, 0
0, 10, 0, 0, 398
0, 7, 0, 1, 2
0, 19, 0, 0, 1
0, 18, 5, 0, 1
0, 21, 8, 2, 141
0, 9, 0, 0, 3
0, 5, 10, 0, 52
0, 15, 0, 0, 3
0, 8, 0, 0, 46
0, 17, 10, 0, 432
0, 20, 8, 0, 40
0, 15, 0, 0, 55
0, 15, 2, 2, 161
0, 20, 11, 0, 1
0, 20, 0, 0, 128
0, 10, 1, 1, 3
0, 7, 0, 0, 174
0, 15, 0, 1, 141
0, 17, 10, 2, 82
0, 21, 7, 0, 96
0, 13, 0, 0, 43
0, 10, 1, 0, 19
0, 10, 4, 0, 74
0, 22, 0, 2, 2
0, 13, 0, 0, 474
0, 22, 8, 2, 142
0, 5, 0, 0, 250
0, 16, 0, 0, 2
0, 6, 10, 1, 492
0, 14, 8, 0, 191
0, 10, 2, 0, 278
0, 15, 0, 0, 183
0, 10, 12, 0, 183
0, 3, 0, 0, 144
0, 19, 5, 0, 3
0, 5, 12, 0, 47
0, 16, 0, 1, 157
0, 10, 0, 2, 52
0, 20, 0, 0, 125
0, 6, 6, 2, 114
0, 8, 0, 0, 489
0, 22, 9, 0, 224
0, 8, 0, 1, 180
0, 21, 5, 2, 244
0, 8, 0, 0, 28
0, 7, 5, 2, 2
0, 23, 0, 2, 264
0, 16, 7, 0, 45
0, 14, 0, 2, 21
0, 12, 2, 2, 136
0, 6, 8, 0, 3
0, 13, 2, 0, 483
0, 18, 0, 2, 0
0, 18, 7, 2, 2
0, 14, 9, 0, 9
0, 11, 9, 1, 0
0, 13, 10, 0, 1
0, 13, 0, 0, 335
0, 11, 10, 0, 29
0, 6, 11, 1, 151
0, 12, 0, 2, 91
0, 8, 0, 0, 174
0, 3, 9, 2, 213
0, 20, 1, 0, 97
0, 3, 0, 2, 328
0, 23, 7, 0, 222
0, 3, 0, 0, 97
0, 23, 0, 0, 101
0, 7, 8, 0, 21
0, 14, 0, 0, 169
0, 18, 0, 0, 326
0, 14, 0, 0, 2
0, 16, 0, 2, 34
0, 19, 0, 2, 355
0, 16, 0, 0, 99
0, 10, 0, 0, 54
0, 15, 0, 0, 71
0, 12, 0, 1, 52
0, 5, 4, 0, 49
0, 9, 0, 0, 52
0, 7, 0, 0, 496
0, 15, 9, 0, 1
0, 19, 8, 2, 0
0, 23, 12, 0, 270
0, 13, 4, 1, 0
0, 13, 0, 2, 65
0, 10, 4, 0, 273
0, 22, 7, 0, 70
0, 11, 0, 0, 3
0, 10, 0, 0, 444
0, 10, 0, 2, 31
0, 4, 9, 0, 26
0, 7, 0, 0, 336
0, 4, 0, 0, 79
0, 9, 6, 1, 204
0, 4, 5, 0, 143
0, 6, 0, 1, 264
0, 23, 0, 1, 191
0, 21, 7, 0, 350
0, 7, 0, 0, 53
0, 12, 8, 2, 1
0, 4, 0, 0, 75
0, 17, 11, 0, 38
0, 8, 1, 0, 70
0, 9, 0, 2, 246
0, 20, 0, 0, 183
0, 24, 5, 2, 92
0, 11, 2, 0, 124
0, 6, 5, 2, 397
0, 21, 11, 2, 373
0, 18, 3, 0, 0
0, 23, 9, 2, 156
